W014,PRT-0109,b4f7967007b9d6b72bcf8a77,79ca7b124277af05d8bc6dc3,922216687d991965a1b4ce25,https://cad.onshape.com/documents/b4f7967007b9d6b72bcf8a77/w/79ca7b124277af05d8bc6dc3/e/922216687d991965a1b4ce25?configuration=AssyLength%3D655.0+mm%3BList_ySGuwLBMa9tVMz%3Dsv1_25_4Fork%3BList_3u8KU5jBjgEs71%3DKST_E1008
W015,PRT-0110,92e44f67806dc3eb8a96ff6c,fa44508837406191753d0ab5,77bd4bdc3a53b1c128874574,https://cad.onshape.com/documents/92e44f67806dc3eb8a96ff6c/w/fa44508837406191753d0ab5/e/77bd4bdc3a53b1c128874574?configuration=AssyLength%3D655.0+mm%3BList_ySGuwLBMa9tVMz%3Dsv1_25_4Fork%3BList_3u8KU5jBjgEs71%3DKST_E1008
W016,PRT-0111,659bc8793d720bfad52ad384,47766adaf16dd90731ad8b42,90dc44605cb86cc79d7950fd,https://cad.onshape.com/documents/659bc8793d720bfad52ad384/w/47766adaf16dd90731ad8b42/e/90dc44605cb86cc79d7950fd?configuration=AssyLength%3D655.0+mm%3BList_ySGuwLBMa9tVMz%3Dsv1_25_4Fork%3BList_3u8KU5jBjgEs71%3DKST_E1008
W019,PRT-0112,ad4d1d8b567f7d5773292074,a993cb2575dac5af5fc98dce,0614b0d1b3ef40c2ed7afb58,https://cad.onshape.com/documents/ad4d1d8b567f7d5773292074/w/a993cb2575dac5af5fc98dce/e/0614b0d1b3ef40c2ed7afb58?configuration=AssyLength%3D275.0+mm%3BList_ySGuwLBMa9tVMz%3Dsv1_25_4Fork%3BList_3u8KU5jBjgEs71%3DKST_E7508
W020,PRT-0113,ebe4ba254eba0e7f891d3eba,45ab5f4d02213357cc9b4996,cc02bf5e376da885ae2dfd2c,https://cad.onshape.com/documents/ebe4ba254eba0e7f891d3eba/w/45ab5f4d02213357cc9b4996/e/cc02bf5e376da885ae2dfd2c?configuration=AssyLength%3D275.0+mm%3BList_ySGuwLBMa9tVMz%3Dsv1_25_4Fork%3BList_3u8KU5jBjgEs71%3DKST_E7508
W021,PRT-0087,57629ca6e304e8d364326754,c586dec31ac4f4f49959d369,f8f3cc659b6a2499face6305,https://cad.onshape.com/documents/57629ca6e304e8d364326754/w/c586dec31ac4f4f49959d369/e/f8f3cc659b6a2499face6305?configuration=AssyLength%3D65.0+mm%3BList_ySGuwLBMa9tVMz%3D_4_8Spade%3BList_3u8KU5jBjgEs71%3D_4_8Spade
W022,PRT-0088,2d410b8822478375e593203b,8488ae09ec387e7d3d3d6293,ce2bbb77b2782031ccd45c23,https://cad.onshape.com/documents/2d410b8822478375e593203b/w/8488ae09ec387e7d3d3d6293/e/ce2bbb77b2782031ccd45c23?configuration=AssyLength%3D85.0+mm%3BList_ySGuwLBMa9tVMz%3D_4_8Spade%3BList_3u8KU5jBjgEs71%3D_4_8Spade
W023,PRT-0114,e5e85cbadd10a341110ab5dd,524b771825ea9787db6cdf85,45ab2034e1d8c4189a222044,https://cad.onshape.com/documents/e5e85cbadd10a341110ab5dd/w/524b771825ea9787db6cdf85/e/45ab2034e1d8c4189a222044?configuration=AssyLength%3D825.0+mm%3BList_ySGuwLBMa9tVMz%3DXHP_2%3BList_3u8KU5jBjgEs71%3DXHP_2
W024,PRT-0115,cf15bce2ee75c5d51d51ed33,107c0bc2685f38e9c1f5e406,89e6a79ae8190904bf48b1bf,https://cad.onshape.com/documents/cf15bce2ee75c5d51d51ed33/w/107c0bc2685f38e9c1f5e406/e/89e6a79ae8190904bf48b1bf?configuration=AssyLength%3D1075.0+mm%3BList_ySGuwLBMa9tVMz%3DXHP_4%3BList_3u8KU5jBjgEs71%3DXHP_6
W025,PRT-0116,dafb58d36b0f454afe27d049,dd349a565a04f9a20cd4d949,8f67839c05907b6d6f6dfa39,https://cad.onshape.com/documents/dafb58d36b0f454afe27d049/w/dd349a565a04f9a20cd4d949/e/8f67839c05907b6d6f6dfa39?configuration=AssyLength%3D995.0+mm%3BList_ySGuwLBMa9tVMz%3DXHP_4%3BList_3u8KU5jBjgEs71%3DXHP_6
W027,PRT-0117,4da882ef098caf193990b663,9650d346aedf84903896d27c,2c8e564f7e0e16a0c731401f,https://cad.onshape.com/documents/4da882ef098caf193990b663/w/9650d346aedf84903896d27c/e/2c8e564f7e0e16a0c731401f?configuration=AssyLength%3D725.0+mm%3BList_ySGuwLBMa9tVMz%3DXHP_4%3BList_3u8KU5jBjgEs71%3DXHA_4
W028,PRT-0118,c146b5aac1d6b4fd29b5981e,e7385f6c94f34ab6f0810b4d,27a9354306428fd7faa0963c,https://cad.onshape.com/documents/c146b5aac1d6b4fd29b5981e/w/e7385f6c94f34ab6f0810b4d/e/27a9354306428fd7faa0963c?configuration=AssyLength%3D875.0+mm%3BList_ySGuwLBMa9tVMz%3DXHP_4%3BList_3u8KU5jBjgEs71%3DXHP_4
W031,PRT-0119,055dd4ae1eb87564f7011e34,82de69cf6c08e7a67257f294,344c2623c4bcbbeb6f060d34,https://cad.onshape.com/documents/055dd4ae1eb87564f7011e34/w/82de69cf6c08e7a67257f294/e/344c2623c4bcbbeb6f060d34?configuration=AssyLength%3D635.0+mm%3BList_ySGuwLBMa9tVMz%3DRJ45Male%3BList_3u8KU5jBjgEs71%3DRJ45Male
W034,PRT-0120,e1cf705d71eee3c42b1b1df0,4183bb79a5486e953206d650,276e9f4d1bd16c549c335eba,https://cad.onshape.com/documents/e1cf705d71eee3c42b1b1df0/w/4183bb79a5486e953206d650/e/276e9f4d1bd16c549c335eba?configuration=AssyLength%3D570.0+mm%3BList_ySGuwLBMa9tVMz%3DXHP_4%3BList_3u8KU5jBjgEs71%3DXHP_6
W001,PRT-0085,6754dcfd883094b9be4c7e1c,b714e544ef443d7fbea90729,c6c7410dfa9a865435cb3020,https://cad.onshape.com/documents/6754dcfd883094b9be4c7e1c/w/b714e544ef443d7fbea90729/e/c6c7410dfa9a865435cb3020?configuration=AssyLength%3D145.0+mm%3BList_ySGuwLBMa9tVMz%3D_4_8Spade%3BList_3u8KU5jBjgEs71%3DKST_E2510
W001,PRT-0085,0ee1036561ac7b8b06a2d677,fef031ccfd7639c73cbe1095,77c0e27af11bd96682a97387,https://cad.onshape.com/documents/0ee1036561ac7b8b06a2d677/w/fef031ccfd7639c73cbe1095/e/77c0e27af11bd96682a97387?configuration=AssyLength%3D145.0+mm%3BList_ySGuwLBMa9tVMz%3D_4_8Spade%3BList_3u8KU5jBjgEs71%3DKST_E2510
